age,workclass,marital-status,race,sex,native-country
51,Self-emp-inc,Separated,White,Male,United-States
32,Private,Married-civ-spouse,White,Male,United-States
52,Private,Married-civ-spouse,White,Male,United-States
41,Self-emp-inc,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Female,United-States
45,Local-gov,Married-civ-spouse,White,Male,United-States
61,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
71,Private,Widowed,White,Female,United-States
63,State-gov,Divorced,White,Female,United-States
45,State-gov,Separated,Black,Female,United-States
57,*,Married-civ-spouse,White,Female,United-States
47,Private,Married-civ-spouse,White,Male,United-States
50,Self-emp-not-inc,Divorced,White,Female,United-States
25,Local-gov,Never-married,White,Male,United-States
32,Private,Never-married,Black,Female,United-States
40,Private,Married-civ-spouse,White,Male,United-States
50,Private,Divorced,White,Female,United-States
54,Private,Divorced,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,United-States
42,Private,Divorced,Black,Female,United-States
27,*,Never-married,White,Male,Germany
38,Private,Divorced,White,Male,United-States
17,Private,Never-married,White,Female,United-States
47,Private,Married-civ-spouse,White,Male,United-States
21,*,Married-spouse-absent,White,Female,United-States
25,Private,Never-married,White,Female,United-States
30,Private,Married-civ-spouse,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
47,Federal-gov,Married-civ-spouse,White,Male,United-States
57,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,Black,Female,United-States
68,Private,Married-civ-spouse,White,Male,United-States
34,State-gov,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
39,Local-gov,Married-civ-spouse,White,Male,United-States
47,Private,Married-civ-spouse,White,Male,United-States
47,Private,Widowed,White,Female,Germany
55,Self-emp-not-inc,Married-civ-spouse,Asian-Pac-Islander,Male,United-States
72,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
32,Private,Married-civ-spouse,White,Female,United-States
28,Private,Never-married,White,Female,United-States
61,Self-emp-inc,Divorced,White,Male,United-States
44,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
35,Local-gov,Married-civ-spouse,White,Female,United-States
48,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
49,Federal-gov,Married-civ-spouse,White,Male,United-States
32,Private,Never-married,Black,Male,United-States
26,Federal-gov,Never-married,Other,Male,United-States
56,Self-emp-not-inc,Divorced,White,Male,United-States
71,*,Widowed,White,Female,United-States
24,State-gov,Never-married,White,Female,United-States
42,Local-gov,Married-civ-spouse,White,Female,Puerto-Rico
37,State-gov,Married-civ-spouse,White,Male,United-States
57,Private,Divorced,Black,Female,United-States
48,Local-gov,Separated,White,Female,United-States
39,Private,Divorced,White,Male,United-States
20,Self-emp-inc,Never-married,White,Male,United-States
46,Private,Divorced,White,Female,United-States
68,Self-emp-not-inc,Married-civ-spouse,Black,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
35,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
62,*,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Female,United-States
42,State-gov,Married-civ-spouse,White,Male,United-States
64,*,Married-civ-spouse,White,Male,United-States
42,Private,Separated,White,Male,Canada
47,Private,Divorced,Black,Male,United-States
40,Private,Separated,White,Male,Outlying-US(Guam-USVI-etc)
51,State-gov,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,White,Male,United-States
32,Self-emp-inc,Divorced,White,Female,Greece
59,Private,Never-married,White,Male,United-States
36,Private,Married-spouse-absent,Black,Male,United-States
38,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
45,Private,Married-civ-spouse,White,Male,United-States
38,Private,Married-civ-spouse,White,Male,United-States
55,State-gov,Married-civ-spouse,White,Male,United-States
46,Private,Married-civ-spouse,White,Male,United-States
59,Private,Married-civ-spouse,White,Male,United-States
31,Private,Never-married,White,Female,United-States
29,Private,Never-married,Black,Female,United-States
34,Private,Never-married,Black,Female,United-States
53,Private,Never-married,White,Female,United-States
43,Private,Married-civ-spouse,White,Male,United-States
52,*,Divorced,White,Female,United-States
45,Private,Married-civ-spouse,White,Male,United-States
29,Private,Never-married,White,Male,United-States
28,Private,Married-civ-spouse,White,Male,United-States
44,Private,Married-civ-spouse,Black,Male,United-States
32,Private,Never-married,White,Female,United-States
29,Private,Never-married,Black,Male,United-States
48,Self-emp-inc,Married-civ-spouse,White,Male,United-States
40,Local-gov,Married-civ-spouse,White,Male,United-States
23,Private,Married-civ-spouse,White,Male,United-States
29,Self-emp-not-inc,Never-married,White,Male,United-States
65,Private,Widowed,White,Female,United-States
41,Private,Never-married,Black,Male,*
58,Private,Married-civ-spouse,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,United-States
55,Private,Divorced,White,Female,United-States
42,Private,Married-civ-spouse,Black,Female,United-States
31,Private,Married-civ-spouse,White,Male,United-States
38,Federal-gov,Married-civ-spouse,Asian-Pac-Islander,Male,Philippines
53,Private,Never-married,White,Male,United-States
50,Self-emp-inc,Married-civ-spouse,White,Male,United-States
62,Private,Married-civ-spouse,White,Male,United-States
37,Private,Never-married,Black,Male,United-States
56,Self-emp-not-inc,Married-civ-spouse,White,Female,United-States
21,Private,Never-married,White,Male,United-States
43,*,Divorced,Amer-Indian-Eskimo,Male,United-States
44,Private,Married-civ-spouse,White,Male,United-States
48,Private,Married-civ-spouse,White,Male,United-States
40,Local-gov,Married-civ-spouse,Black,Female,United-States
70,Self-emp-inc,Divorced,White,Female,United-States
40,Private,Married-civ-spouse,White,Male,United-States
27,Local-gov,Never-married,White,Female,United-States
26,Private,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,Black,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
42,State-gov,Divorced,White,Female,United-States
37,Private,Married-civ-spouse,White,Male,United-States
21,*,Never-married,White,Male,United-States
17,Private,Never-married,White,Male,United-States
40,Private,Divorced,White,Female,United-States
20,Private,Never-married,White,Female,United-States
69,Private,Married-civ-spouse,White,Male,United-States
32,Private,Married-civ-spouse,White,Male,Mexico
21,Private,Never-married,White,Female,United-States
25,Private,Never-married,Black,Female,United-States
17,Private,Never-married,White,Male,United-States
40,Federal-gov,Married-civ-spouse,White,Male,United-States
19,*,Never-married,White,Male,United-States
50,Local-gov,Divorced,White,Male,United-States
24,Private,Never-married,White,Male,United-States
23,Private,Never-married,White,Male,United-States
73,Private,Married-civ-spouse,White,Male,United-States
54,Private,Divorced,White,Female,United-States
68,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
45,Local-gov,Married-civ-spouse,White,Male,United-States
66,Private,Married-civ-spouse,White,Male,United-States
32,Self-emp-not-inc,Divorced,White,Male,United-States
24,Private,Never-married,Amer-Indian-Eskimo,Female,United-States
56,Private,Married-civ-spouse,White,Male,United-States
50,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
48,Private,Never-married,White,Male,United-States
28,Private,Never-married,White,Male,United-States
49,Private,Divorced,White,Male,United-States
59,State-gov,Widowed,White,Female,United-States
24,Private,Married-civ-spouse,White,Female,United-States
20,Private,Never-married,White,Male,United-States
56,Private,Married-civ-spouse,White,Male,United-States
53,Private,Married-civ-spouse,White,Male,United-States
21,Private,Never-married,White,Female,United-States
30,Private,Married-civ-spouse,Asian-Pac-Islander,Male,Iran
30,Local-gov,Separated,Black,Female,United-States
31,Self-emp-inc,Married-civ-spouse,White,Male,United-States
32,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
42,Local-gov,Married-civ-spouse,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
57,Private,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,White,Male,United-States
19,Private,Never-married,White,Male,United-States
26,Private,Never-married,White,Male,United-States
24,Private,Married-civ-spouse,White,Male,Italy
41,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
55,Private,Married-civ-spouse,White,Male,United-States
20,*,Never-married,White,Male,*
33,Private,Never-married,White,Female,United-States
25,Private,Married-civ-spouse,White,Male,United-States
32,Local-gov,Divorced,Black,Female,United-States
53,Private,Divorced,White,Male,United-States
37,Private,Divorced,White,Female,United-States
33,Private,Never-married,White,Female,Mexico
49,Private,Married-civ-spouse,White,Male,United-States
52,Private,Married-civ-spouse,White,Male,United-States
40,Private,Married-civ-spouse,White,Male,United-States
36,Private,Married-civ-spouse,White,Female,United-States
41,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,Black,Male,United-States
26,State-gov,Never-married,White,Male,*
59,Private,Married-civ-spouse,White,Male,United-States
56,Federal-gov,Married-civ-spouse,Black,Male,United-States
21,Private,Never-married,White,Female,United-States
45,Private,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Male,United-States
20,Private,Never-married,White,Male,United-States
42,Private,Never-married,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
40,Private,Married-civ-spouse,White,Male,United-States
28,Federal-gov,Never-married,Black,Female,United-States
47,Local-gov,Widowed,White,Female,United-States
31,Private,Married-civ-spouse,White,Male,United-States
56,Private,Married-civ-spouse,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
49,Private,Married-civ-spouse,White,Male,United-States
63,Private,Married-civ-spouse,White,Male,United-States
38,Private,Married-civ-spouse,White,Male,Mexico
44,Private,Married-civ-spouse,White,Male,United-States
56,Private,Married-civ-spouse,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,United-States
38,Self-emp-inc,Married-civ-spouse,White,Male,United-States
51,Local-gov,Married-civ-spouse,White,Female,Puerto-Rico
30,Private,Married-civ-spouse,White,Male,United-States
56,Private,Never-married,White,Male,United-States
50,Private,Divorced,White,Female,United-States
54,Local-gov,Married-civ-spouse,White,Male,United-States
46,Private,Married-civ-spouse,Black,Male,United-States
27,Private,Married-civ-spouse,White,Male,United-States
46,Private,Never-married,Asian-Pac-Islander,Male,Philippines
60,Federal-gov,Married-civ-spouse,Black,Male,United-States
42,Local-gov,Married-civ-spouse,Black,Male,United-States
36,Private,Separated,White,Female,United-States
30,Private,Married-AF-spouse,Black,Male,United-States
43,Private,Divorced,White,Female,United-States
29,Private,Married-civ-spouse,White,Male,United-States
45,*,Divorced,White,Female,United-States
22,Private,Never-married,White,Female,United-States
46,Private,Married-civ-spouse,White,Male,United-States
28,Private,Married-spouse-absent,White,Female,*
44,Federal-gov,Married-civ-spouse,White,Male,United-States
30,Self-emp-inc,Never-married,White,Male,United-States
17,Private,Never-married,Black,Male,United-States
23,Private,Never-married,White,Female,United-States
34,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
33,Private,Separated,White,Female,United-States
24,Private,Never-married,White,Female,United-States
32,Private,Married-civ-spouse,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
44,Private,Separated,White,Male,United-States
48,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
36,Local-gov,Married-civ-spouse,Black,Male,Jamaica
39,Private,Married-civ-spouse,Asian-Pac-Islander,Male,China
34,Private,Married-civ-spouse,Black,Male,United-States
35,Private,Never-married,White,Female,United-States
30,Self-emp-not-inc,Never-married,White,Male,United-States
33,Private,Never-married,White,Female,United-States
35,Private,Married-civ-spouse,White,Male,*
30,Local-gov,Divorced,White,Female,United-States
45,Private,Divorced,White,Female,United-States
37,Private,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
61,*,Widowed,White,Female,Mexico
36,Private,Never-married,Amer-Indian-Eskimo,Female,United-States
31,Private,Never-married,White,Male,United-States
38,Private,Married-civ-spouse,White,Male,United-States
32,Private,Married-civ-spouse,Asian-Pac-Islander,Male,India
23,Private,Never-married,White,Female,United-States
22,Private,Never-married,White,Male,United-States
38,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
45,*,Divorced,White,Female,United-States
40,Private,Married-civ-spouse,White,Male,United-States
38,Private,Married-civ-spouse,White,Male,United-States
29,Private,Married-civ-spouse,Black,Male,United-States
67,*,Married-civ-spouse,White,Male,United-States
52,Self-emp-not-inc,Divorced,White,Female,United-States
52,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
44,Private,Never-married,White,Female,United-States
61,*,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Female,Guatemala
25,State-gov,Married-spouse-absent,White,Female,United-States
33,Private,Married-civ-spouse,White,Male,United-States
56,Private,Married-civ-spouse,Black,Male,Dominican-Republic
24,Private,Never-married,White,Male,United-States
58,Private,Divorced,White,Female,United-States
33,Private,Never-married,White,Female,United-States
20,Self-emp-inc,Married-civ-spouse,White,Male,United-States
55,Private,Divorced,White,Female,United-States
22,Private,Never-married,White,Male,El-Salvador
30,*,Never-married,White,Male,United-States
38,Private,Never-married,White,Female,United-States
19,Private,Never-married,White,Male,United-States
20,Private,Never-married,White,Female,United-States
24,Private,Never-married,White,Male,United-States
30,Local-gov,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Female,United-States
21,Private,Never-married,Amer-Indian-Eskimo,Male,Mexico
42,Private,Divorced,White,Male,United-States
53,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
38,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
40,State-gov,Married-civ-spouse,White,Male,United-States
51,Private,Married-civ-spouse,White,Male,United-States
36,Federal-gov,Married-civ-spouse,White,Female,United-States
21,Private,Never-married,White,Female,United-States
49,Self-emp-not-inc,Divorced,White,Male,United-States
52,Private,Widowed,Black,Female,United-States
33,Self-emp-not-inc,Married-civ-spouse,White,Female,United-States
27,Private,Never-married,White,Female,Mexico
45,Local-gov,Married-civ-spouse,White,Male,Italy
45,Private,Married-civ-spouse,Black,Male,*
27,Private,Never-married,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,Mexico
30,Local-gov,Married-civ-spouse,White,Male,United-States
24,Private,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
48,Federal-gov,Married-spouse-absent,White,Female,United-States
42,Self-emp-inc,Married-civ-spouse,White,Male,United-States
46,Private,Married-civ-spouse,White,Male,United-States
24,Federal-gov,Never-married,Black,Female,United-States
39,Private,Married-civ-spouse,White,Female,United-States
27,Private,Never-married,White,Male,United-States
41,Private,Divorced,White,Female,United-States
46,Private,Divorced,Asian-Pac-Islander,Male,India
44,Private,Married-civ-spouse,White,Male,United-States
43,Private,Married-civ-spouse,White,Female,United-States
31,Private,Married-civ-spouse,Asian-Pac-Islander,Female,Japan
17,Private,Never-married,White,Male,United-States
25,*,Married-civ-spouse,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
38,Private,Married-civ-spouse,White,Female,United-States
38,Private,Never-married,White,Male,Greece
69,Local-gov,Married-civ-spouse,White,Female,United-States
60,Federal-gov,Married-civ-spouse,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,Poland
50,Private,Married-civ-spouse,White,Male,United-States
31,Private,Never-married,Black,Male,United-States
26,Private,Married-civ-spouse,Asian-Pac-Islander,Female,Cambodia
36,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Male,United-States
17,Private,Never-married,White,Female,United-States
30,Private,Married-civ-spouse,Asian-Pac-Islander,Female,Trinadad&Tobago
54,Private,Divorced,White,Female,United-States
35,Private,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
58,Private,Divorced,White,Female,United-States
33,Private,Never-married,White,Male,United-States
30,Private,Never-married,White,Male,Puerto-Rico
21,Private,Never-married,White,Male,United-States
26,Private,Married-civ-spouse,White,Male,United-States
29,Private,Never-married,White,Male,United-States
45,Private,Married-civ-spouse,Black,Male,United-States
40,Local-gov,Married-civ-spouse,Black,Male,United-States
31,Private,Divorced,White,Female,United-States
47,Private,Married-civ-spouse,White,Female,United-States
59,*,Married-civ-spouse,White,Male,United-States
21,*,Never-married,Other,Male,United-States
45,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,United-States
52,Self-emp-inc,Married-civ-spouse,White,Male,United-States
68,Private,Married-civ-spouse,White,Male,Scotland
66,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,White,Male,United-States
43,Private,Married-civ-spouse,White,Male,United-States
20,*,Never-married,White,Female,United-States
36,Private,Married-civ-spouse,White,Male,United-States
22,*,Never-married,White,Female,United-States
21,*,Never-married,White,Male,United-States
20,State-gov,Never-married,White,Female,United-States
53,Self-emp-inc,Married-civ-spouse,White,Male,Greece
30,Private,Married-civ-spouse,White,Male,United-States
38,Private,Married-civ-spouse,White,Male,United-States
21,Private,Never-married,White,Female,United-States
47,Local-gov,Never-married,White,Female,United-States
61,Private,Divorced,White,Female,United-States
49,Federal-gov,Married-civ-spouse,White,Male,United-States
44,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Male,United-States
49,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
56,Federal-gov,Divorced,White,Female,United-States
62,Private,Widowed,White,Female,United-States
77,Private,Widowed,White,Female,United-States
17,*,Never-married,White,Male,United-States
34,Private,Never-married,White,Male,United-States
33,Local-gov,Married-civ-spouse,Black,Male,United-States
25,Private,Never-married,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,Columbia
21,Private,Never-married,White,Female,United-States
51,Private,Separated,Black,Female,Scotland
22,*,Never-married,White,Female,United-States
45,Private,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,Black,Male,United-States
28,Private,Never-married,Black,Female,United-States
58,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
64,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
37,Private,Married-civ-spouse,Black,Female,United-States
28,Private,Never-married,White,Female,United-States
22,Private,Never-married,White,Female,United-States
59,Private,Divorced,White,Female,United-States
35,Private,Divorced,White,Female,United-States
46,Private,Never-married,White,Male,United-States
31,Private,Never-married,Asian-Pac-Islander,Female,South
23,Federal-gov,Never-married,White,Male,United-States
76,Private,Married-civ-spouse,White,Male,United-States
46,Federal-gov,Married-civ-spouse,White,Male,United-States
50,Private,Married-civ-spouse,White,Male,United-States
26,Private,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,White,Female,United-States
35,Private,Divorced,White,Male,United-States
61,Private,Married-civ-spouse,White,Male,United-States
41,Private,Never-married,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
32,Private,Never-married,White,Male,Columbia
41,State-gov,Married-civ-spouse,White,Male,United-States
38,Private,Never-married,White,Male,United-States
58,Federal-gov,Widowed,Amer-Indian-Eskimo,Female,United-States
17,*,Never-married,White,Male,United-States
62,Private,Widowed,White,Female,United-States
25,Self-emp-not-inc,Divorced,White,Female,United-States
34,Local-gov,Divorced,Other,Female,United-States
23,Private,Never-married,White,Female,United-States
18,*,Never-married,White,Male,United-States
61,*,Separated,White,Male,United-States
36,Private,Divorced,White,Male,Mexico
47,Local-gov,Divorced,White,Male,United-States
46,Private,Married-civ-spouse,White,Female,United-States
23,Private,Separated,White,Female,United-States
28,Private,Separated,White,Male,United-States
23,Private,Married-civ-spouse,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
49,Federal-gov,Married-civ-spouse,Black,Female,United-States
33,Private,Married-civ-spouse,White,Male,United-States
27,Private,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,Mexico
35,Local-gov,Divorced,White,Female,United-States
19,Private,Never-married,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
55,Private,Divorced,Black,Female,United-States
33,Private,Never-married,White,Female,United-States
67,*,Widowed,White,Female,United-States
19,State-gov,Never-married,Black,Male,United-States
25,Private,Divorced,White,Male,United-States
38,Private,Married-civ-spouse,White,Female,United-States
39,Private,Married-civ-spouse,White,Male,United-States
77,*,Married-civ-spouse,White,Male,United-States
43,Private,Never-married,Black,Female,United-States
30,Private,Never-married,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,Mexico
60,Private,Divorced,White,Female,United-States
38,Self-emp-inc,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Female,United-States
34,Private,Divorced,White,Male,United-States
17,Private,Married-spouse-absent,White,Male,United-States
45,Private,Married-civ-spouse,White,Male,United-States
31,Private,Divorced,White,Female,United-States
54,Local-gov,Married-civ-spouse,Black,Female,United-States
41,Self-emp-not-inc,Married-civ-spouse,Black,Male,United-States
19,Private,Never-married,White,Female,United-States
51,Private,Divorced,White,Female,United-States
42,Self-emp-not-inc,Married-spouse-absent,White,Female,United-States
63,Local-gov,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,White,Female,Columbia
19,Private,Never-married,White,Male,United-States
29,Private,Never-married,White,Male,United-States
58,Private,Separated,White,Female,United-States
37,Self-emp-not-inc,Divorced,White,Female,United-States
28,Private,Married-civ-spouse,White,Male,United-States
52,Private,Married-civ-spouse,White,Male,United-States
51,Private,Separated,Black,Male,United-States
34,*,Widowed,White,Female,United-States
28,Private,Married-civ-spouse,White,Male,United-States
43,Private,Never-married,White,Male,United-States
32,Private,Married-civ-spouse,White,Female,United-States
40,Private,Divorced,White,Female,United-States
35,Private,Married-civ-spouse,White,Male,Italy
44,Federal-gov,Divorced,Black,Male,United-States
56,Private,Married-civ-spouse,White,Male,United-States
44,Private,Married-civ-spouse,White,Male,United-States
27,Private,Never-married,White,Male,United-States
56,*,Widowed,White,Female,United-States
52,Local-gov,Never-married,Black,Female,United-States
27,State-gov,Never-married,White,Female,United-States
35,Self-emp-inc,Married-civ-spouse,White,Male,United-States
32,Private,Never-married,White,Male,United-States
34,Private,Never-married,White,Male,United-States
34,Private,Never-married,White,Male,United-States
31,Private,Divorced,White,Female,United-States
55,Federal-gov,Married-spouse-absent,Black,Male,United-States
45,Private,Divorced,White,Female,United-States
43,Private,Married-civ-spouse,White,Male,United-States
38,State-gov,Married-civ-spouse,Other,Male,United-States
56,Private,Separated,Black,Female,United-States
40,Private,Married-civ-spouse,White,Male,United-States
55,Self-emp-not-inc,Married-civ-spouse,White,Female,United-States
52,Private,Divorced,White,Female,United-States
28,Private,Never-married,Other,Female,*
19,Local-gov,Never-married,White,Female,United-States
19,Private,Married-civ-spouse,White,Male,United-States
24,Private,Never-married,White,Male,*
48,Private,Married-civ-spouse,White,Male,United-States
29,Private,Never-married,Black,Male,United-States
54,Private,Widowed,White,Female,United-States
26,Private,Married-civ-spouse,White,Male,United-States
58,Private,Married-civ-spouse,White,Male,United-States
37,Self-emp-inc,Married-civ-spouse,White,Male,United-States
41,Private,Married-civ-spouse,Black,Male,United-States
65,Private,Widowed,White,Female,United-States
43,Private,Married-civ-spouse,Black,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
55,Federal-gov,Married-civ-spouse,White,Male,United-States
32,Private,Married-civ-spouse,White,Male,United-States
56,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
29,Private,Never-married,White,Male,United-States
34,State-gov,Never-married,White,Female,United-States
39,Self-emp-not-inc,Never-married,Black,Male,United-States
56,Local-gov,Married-civ-spouse,White,Male,United-States
33,Private,Never-married,White,Female,United-States
51,Private,Never-married,White,Male,United-States
47,Private,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Male,United-States
58,Local-gov,Married-civ-spouse,Asian-Pac-Islander,Male,Philippines
25,Private,Married-civ-spouse,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
34,Self-emp-not-inc,Married-civ-spouse,White,Male,*
35,Private,Divorced,Amer-Indian-Eskimo,Female,United-States
36,Private,Married-civ-spouse,White,Male,United-States
70,*,Married-civ-spouse,White,Male,United-States
41,Private,Divorced,White,Female,United-States
46,Private,Married-civ-spouse,White,Male,United-States
38,Self-emp-not-inc,Divorced,White,Male,United-States
47,Private,Never-married,White,Male,United-States
43,Self-emp-not-inc,Married-civ-spouse,Black,Male,Haiti
39,Private,Married-civ-spouse,Black,Male,United-States
29,Private,Never-married,White,Male,United-States
47,Private,Married-spouse-absent,White,Female,United-States
37,Private,Never-married,White,Male,United-States
19,Private,Never-married,White,Female,United-States
67,Private,Divorced,White,Female,United-States
40,Private,Married-civ-spouse,White,Male,United-States
53,Local-gov,Married-civ-spouse,White,Male,United-States
31,Private,Married-civ-spouse,Black,Male,United-States
56,Private,Divorced,White,Male,United-States
47,Private,Divorced,White,Female,United-States
37,Private,Married-civ-spouse,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
42,*,Married-AF-spouse,White,Female,United-States
44,Private,Separated,White,Female,United-States
33,Private,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Male,United-States
52,Private,Separated,Black,Male,United-States
33,Private,Never-married,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
75,Local-gov,Married-civ-spouse,White,Male,Canada
50,Private,Never-married,White,Male,United-States
36,Private,Married-civ-spouse,White,Male,Italy
58,Local-gov,Widowed,White,Female,United-States
20,Self-emp-inc,Never-married,White,Male,United-States
36,State-gov,Separated,White,Female,United-States
26,Private,Married-civ-spouse,White,Female,United-States
58,Local-gov,Never-married,Amer-Indian-Eskimo,Female,United-States
57,Private,Married-civ-spouse,White,Female,United-States
46,Self-emp-inc,Never-married,White,Male,United-States
29,Private,Never-married,Asian-Pac-Islander,Female,*
42,Self-emp-not-inc,Married-civ-spouse,White,Male,Cuba
34,Private,Married-civ-spouse,White,Male,United-States
57,Private,Married-civ-spouse,White,Male,United-States
35,State-gov,Married-civ-spouse,White,Male,United-States
36,Local-gov,Never-married,White,Male,United-States
46,Private,Married-civ-spouse,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
25,Self-emp-inc,Never-married,White,Male,United-States
43,Private,Married-civ-spouse,White,Male,United-States
26,Private,Separated,Black,Male,United-States
46,Local-gov,Married-civ-spouse,White,Male,United-States
27,Private,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
68,Self-emp-not-inc,Never-married,White,Male,United-States
52,Private,Divorced,White,Female,United-States
26,Private,Never-married,White,Male,United-States
27,Private,Married-civ-spouse,White,Male,United-States
52,Private,Married-civ-spouse,White,Male,United-States
54,Private,Divorced,White,Female,United-States
29,Private,Never-married,White,Male,United-States
39,Private,Married-civ-spouse,White,Female,United-States
38,Private,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,White,Male,United-States
22,Private,Never-married,White,Male,United-States
58,Private,Married-civ-spouse,White,Male,United-States
39,Private,Divorced,Black,Female,United-States
20,State-gov,Never-married,White,Male,United-States
26,Private,Never-married,White,Female,United-States
22,Private,Never-married,White,Male,United-States
31,State-gov,Divorced,White,Male,United-States
42,Private,Married-civ-spouse,White,Male,United-States
53,Local-gov,Never-married,Black,Male,United-States
32,Private,Married-civ-spouse,White,Male,United-States
33,Private,Separated,Black,Female,United-States
36,Private,Married-civ-spouse,White,Female,United-States
39,Private,Married-civ-spouse,White,Male,United-States
33,Private,Never-married,White,Male,United-States
33,Private,Never-married,White,Male,United-States
47,Private,Never-married,White,Female,United-States
31,Private,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Female,United-States
51,Private,Divorced,White,Male,United-States
34,State-gov,Separated,Black,Female,United-States
39,Private,Never-married,Black,Female,United-States
42,Private,Married-civ-spouse,White,Male,United-States
17,*,Never-married,Black,Male,England
27,Private,Married-civ-spouse,White,Male,Mexico
20,*,Never-married,White,Male,United-States
33,Private,Never-married,White,Female,United-States
62,*,Married-civ-spouse,White,Male,United-States
27,Private,Married-civ-spouse,White,Male,United-States
45,Self-emp-inc,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,Asian-Pac-Islander,Male,Philippines
40,State-gov,Married-civ-spouse,White,Female,United-States
43,Local-gov,Divorced,White,Male,United-States
60,Private,Married-civ-spouse,White,Male,United-States
42,Private,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,Black,Male,Jamaica
50,Private,Married-civ-spouse,White,Male,United-States
